StartDate,EndDate,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,A_.0,E.1,E.2,A.1_1,A.1_2,A.1_3,A.1_4,A.1_5,A.1_6,A.1_7,A.1_8,A.1_9,A.1_10,A.1_11,A.1_12,A.1_13,A.2_1,A.2.1a,A.2.1b,A.3_1,A.3_1_TEXT,A.3_1_Text_Freq,A.3_2,A.3_2_TEXT,A.3_2_TEXT_Freq,A.3_3,A.3_3_TEXT,A.3_3_TEXT_Freq,A.4,A.5,A.5_Descript_Code,A.6,A.6_a,A.7_1,A.8,A.8_1a,B.2,B.3,B.4,B.4_1,B.5,B.5_A,B.5_B,B.5_C,B.6,B.6_A,B.7,B.8_1,B.8_2,B.8_3,B.8_4,B.8_5,B.8_6,B.9__1,B.9__1_TEXT,B.9_1_TEXT_Category,B.9__2,B.9__2_TEXT,B.9_2_TEXT_Category,B.9__3,B.9__3_TEXT,B.9_3_TEXT_Category,B.10_1,B.10_2,B.10_3,B.10_4,B.10_5,B.10_6,B.10_7,B.10_8,B.10_9,B.10_10,B.11__1,B.11__1_TEXT,B.11_1_Category,B.11__2,B.11__2_TEXT,B.11_2_Category,B.11__3,B.11__3_TEXT,B.11_3_Category,B.12,B.12_A,B.12_B,C.1,C.3,C.4,C.4_16_TEXT,C.5,C.6,C.6_14_TEXT,C.7,C.8,C.8_11_TEXT,C.9,C.10,C.10_1,C.10_1_Classes,C.11,C.11_1,C.11_2,C.11_3,C.11_4,C.11_5,C.11_5_TEXT,D,filter_$,C.10_1_Classfix
2/14/2024 22:01:47,2/14/2024 22:03:54,100,126,1,2/14/2024 22:03:54,R_5EGzT3FSqSdnkxX,34.2529,-118.418,EN,1,55,1,5,4,7,6,2,5,3,2,3,2,5,6,6, , , , , , ,-99, , ,-99, , ,2, , , , ,7, , ,1,1, , , , , , , , ,1,6,4,6,5,2,7,1, , ,1, , ,1, , ,3,3,3,4,3,3,4,2,4,3,-99, , ,-99, , ,-99, , , , , ,1,12,13, ,16,11, ,12,4, ,5,24  years,24,5,26,1,1,1,1, , ,26,1,5
2/13/2024 21:00:28,2/13/2024 21:02:29,100,120,1,2/13/2024 21:02:30,R_1ho77aFXOLueJMp,25.9436,-80.2264,EN,1,62,1,5,6,5,5,4,2,2,3,1,4,1,6,3, , , , , , ,-99, , ,-99, , ,2, , , , ,2, , ,1,1, , , , , , , , ,1,2,3,2,3,3,2, , , , , , , , , ,2,1,2,1,1,2,2,2,2,2,-99, , ,-99, , ,-99, , , , , ,1,13,13, ,16,11, ,12,7, ,5,24   years,24,5,26,1,1,1,1, , ,26,1,5
2/19/2024 6:07:38,2/19/2024 6:11:42,100,244,1,2/19/2024 6:11:43,R_51cEKEKLkBy21XX,37.1504,-84.5228,EN,1,78,1,7,5,2,2,6,4,6,7,2,4,6,3,1, , , , , , ,-99, , ,-99, , ,1, , , , ,1, , ,1,1, , , , , , , , ,2,-99,-99,-99,-99,-99,-99, , , , , , , , , ,3,2,2,2,2,3,3,2,2,3,-99, , ,-99, , ,-99, , , , , ,1,13,12, ,13,12, ,13,8, ,8,24,24,5,26,1,1, , , , ,26,1,5
2/19/2024 6:22:23,2/19/2024 6:26:12,100,229,1,2/19/2024 6:26:12,R_3GxIAxOyzcxApk5,36.9601,-86.3894,EN,1,72,1,5,4,3,5,2,5,3,5,2,5,4,6,7, , , , , , ,-99, , ,-99, , ,2, , , , ,3, , ,1,1, , , , , , , , ,1,6,3,2,5,3,3,1,NA, ,1,NA, ,1,NA, ,2,1,4,4,3,2,2,1,1,2,-99, , ,-99, , ,-99, , , , , ,2,11,13, ,12,9, ,15,4, ,6,24,24,5,26, ,1, ,1, , ,26,1,5
2/27/2024 8:24:41,2/27/2024 8:28:29,100,227,1,2/27/2024 8:28:29,R_57b6COcXf55jv6V,38.6326,-77.2661,EN,1,93,1,6,3,5,2,4,7,1,2,5,3,6,4,4, , , , , , ,-99, , ,-99, , ,1, , , , ,3, , ,2,-99, , , , , , , , ,1,6,5,6,4,6,5,1,NA, ,1,NA, ,1,NA, ,1,4,2,1,4,2,3,3,2,3,-99, , ,-99, , ,-99, , , , , ,1,11,13, ,13,8, ,13,5, ,5,24,24,5,26,1, , , , , ,26,1,5
2/27/2024 7:23:37,2/27/2024 7:35:40,100,723,1,2/27/2024 7:35:41,R_1kSmqykAgRKGvPm,54.8454,-1.882,EN,1,63,1,5,5,3,4,5,4,3,4,4,3,3,4,3, , , , ,none, ,-99,none, ,-99,none, ,1, , , , ,6, , ,1,1, , , , , , , , ,1,4,4,5,2,2,3,1,none, ,1,none, ,1,none, ,4,3,4,3,3,3,4,4,4,3,-99, , ,-99, , ,-99, , , , , ,1,11,12, ,16,9, ,12,4, ,5,23 year,23,5,26,1,1, , , , ,26,1,5
2/13/2024 19:18:31,2/13/2024 19:21:11,100,160,1,2/13/2024 19:21:12,R_7QAqDwri7tZu7u1,35.2296,-80.843,EN,1,56,1,3,3,2,2,3,1,1,2,4,3,3,3,2, , , , , , ,-99, , ,-99, , ,2, , , , ,1, , ,2,-99, , , , , , , , ,2,-99,-99,-99,-99,-99,-99, , , , , , , , , ,2,1,2,2,2,2,2,3,2,3,-99, , ,-99, , ,-99, , , , , ,1,12,12, ,16,9, ,12,5, ,5,23  years,23,5,26,1,1,1,1, , ,26,1,5
2/13/2024 19:34:49,2/13/2024 19:37:32,100,162,1,2/13/2024 19:37:32,R_7XasywApz7doO2o,38.7911,-77.5264,EN,1,60,1,4,3,1,4,2,2,3,3,3,1,4,3,1, , , , , , ,-99, , ,-99, , ,2, , , , ,1, , ,1,1, , , , , , , , ,2,-99,-99,-99,-99,-99,-99, , , , , , , , , ,2,1,2,2,1,2,2,1,2,3,-99, , ,-99, , ,-99, , , , , ,1,15,13, ,17,9, ,12,4, ,5,23  years,23,5,26,1,1,1,1, , ,26,1,5
2/14/2024 21:57:47,2/14/2024 22:01:13,100,205,1,2/14/2024 22:01:14,R_7EoRxU8hqrbzdSi,38.6829,-121.7969,EN,1,4,1,4,4,7,7,3,4,2,3,3,3,2,4,7, , , , , , ,-99, , ,-99, , ,2, , , , ,7, , ,1,1, , , , , , , , ,1,5,6,6,7,6,4, , , , , , , , , ,3,3,3,4,2,3,2,2,3,4,-99, , ,-99, , ,-99, , , , , ,1,12,12, ,16,8, ,12,5, ,5,23  years,23,5,26,1,1,1,1, , ,26,1,5
2/14/2024 22:24:44,2/14/2024 22:26:50,100,125,1,2/14/2024 22:26:50,R_1y96uD8T3404C87,38.7943,-90.2817,EN,1,63,1,6,6,6,5,6,6,5,5,7,4,3,6,6, , , , , , ,-99, , ,-99, , ,2, , , , ,7, , ,1,1, , , , , , , , ,1,6,7,6,6,6,7, , , , , , , , , ,3,2,3,3,3,2,2,4,3,2,-99, , ,-99, , ,-99, , , , , ,1,13,13, ,14,12, ,12,5, ,7,23  years,23,5,26, ,1,1,1, , ,26,1,5
2/14/2024 5:16:06,2/14/2024 5:30:03,100,836,1,2/14/2024 5:30:03,R_11p8USKYnJfXf9O,37.5197,-82.5228,EN,1,93,1,1,5,4,2,7,5,3,7,6,3,2,2,3, , , ,1, , ,5, , ,6, , ,2, , , , ,2, , ,3,-99, , , , , , , , ,2,-99,-99,-99,-99,-99,-99, , , , , , , , , ,2,2,4,4,3,2,2,2,3,4,1, , ,3, , ,3, , , , , ,2,11,13, ,15,12, ,12,9, ,8,23,23,5,25, , , , , , ,26,1,5
3/5/2024 5:17:05,3/5/2024 5:35:21,100,1095,1,3/5/2024 5:35:22,R_6EZk0ZkRWO2DaBa,36.8613,-119.7669,EN,1,75,1,7,7,5,4,5,3,3,5,5,6,2,1,4, , , , , , ,-99, , ,-99, , ,-99, , , , ,5, , ,1,1, , , , , , , , ,1,5,6,7,7,5,6, , , , , , , , , ,3,4,4,4,4,4,3,3,4,4,-99, , ,-99, , ,-99, , , , , ,1,13,13, ,16,11, ,13,4, ,5,23,23,5,26,1,1,1,1, , ,26,1,5
2/14/2024 23:49:49,2/14/2024 23:51:38,100,108,1,2/14/2024 23:51:39,R_6Z4WvVbtcrrwyhb,34.4469,-86.9237,EN,1,90,1,4,5,6,3,4,3,7,7,4,6,3,3,6, , , , , , ,-99, , ,-99, , ,2, , , , ,7, , ,1,1, , , , , , , , ,1,6,7,7,7,7,7, , , , , , , , , ,3,3,4,3,3,3,4,3,4,4,-99, , ,-99, , ,-99, , , , , ,1,13,13, ,17,11, ,12,4, ,5,22years,22,5,26,1,1,1,1, , ,26,1,5
2/13/2024 17:33:49,2/13/2024 17:51:25,100,1055,1,2/13/2024 17:51:25,R_6MtX3eKH5Ce0Tpr,39.8335,-84.8983,EN,1,99,1,5,4,3,5,5,3,5,4,6,3,4,3,5,Richmond community schools need to retain and attract quality teachers,5,1, , , ,-99, , ,-99, , ,2, , , , ,2,No I’ve had it pretty good with my job and my sons education continuing almost seemlessly.,8,1,2, , , , , , ,Haven’t had a need to,1,1,7,7,5,7,7,6, , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,-99, , ,-99, , ,-99, , ,No, , ,1,14,13, ,16,14,Admin assistant in education and truck driver,12,4, ,5,22 years,22,5,26,1,1, , ,1,Desktop,26,1,5
2/27/2024 8:00:57,2/27/2024 8:04:59,100,242,1,2/27/2024 8:05:00,R_5DO3kUMN9qLTNOz,33.8719,-84.3912,EN,1,95,1,2,7,2,5,4,3,6,4,1,5,4,4,6, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,5,2,5,4,5,3, , , , , , , , , ,3,1,4,4,2,4,2,2,3,1,-99, , ,-99, , ,-99, , , , , ,2,11,13, ,10,10, ,12,4, ,5,22 years,22,5,25, , , , , , ,26,1,5
2/13/2024 21:05:32,2/13/2024 21:07:41,100,129,1,2/13/2024 21:07:41,R_5QEoNMqatVJjpLO,41.7405,-87.6587,EN,1,85,1,4,5,6,6,6,5,5,7,4,6,6,6,7, , , , , , ,-99, , ,-99, , ,2, , , , ,7, , ,1,1, , , , , , , , ,1,2,4,3,4,4,7,1, , ,1, , ,1, , ,3,2,3,4,3,3,3,4,3,3,-99, , ,-99, , ,-99, , , , , ,1,14,12, ,16,13, ,14,5, ,7,22   years,22,5,26,1,1,1,1, , ,26,1,5
2/14/2024 3:09:19,2/14/2024 3:11:48,100,148,1,2/14/2024 3:11:49,R_1ZVbSGq3e8r9etS,36.8651,-83.8929,EN,1,95,1,6,3,2,6,2,3,4,4,7,5,5,6,6, , , ,5, , ,2, , ,7, , ,2, , , , ,3, , ,2,-99, , , , , , , , ,1,6,6,1,5,6,4,6, , ,5, , ,2, , ,3,4,4,1,3,2,2,2,1,4,3, , ,3, , ,3, , , , , ,1,11,13, ,11,12, ,13,4, ,7,22,22,5,25, , , , , , ,26,1,5
2/14/2024 6:21:44,2/14/2024 6:41:19,100,1174,1,2/14/2024 6:41:19,R_5FWmCdrDAQUhK8I,37.6393,-82.2555,EN,1,99,1,2,5,6,3,5,4,5,5,6,3,5,4,3, , , ,5, , ,6, , ,6, , ,2, , , , ,3, , ,1,1, , , , , , , , ,1,2,6,3,2,4,5,2, , ,2, , ,3, , ,4,3,1,2,4,3,2,2,1,2,4, , ,2, , ,1, , , , , ,1,10,13, ,13,13, ,14,11, ,5,22,22,5,25, , , , , , ,26,1,5
2/19/2024 4:44:27,2/19/2024 4:47:58,100,210,1,2/19/2024 4:47:58,R_5hXL2rrFX5qxMqZ,36.9199,-86.4392,EN,1,83,1,2,3,4,3,1,1,4,6,6,3,5,3,6, , , , , , ,-99, , ,-99, , ,2, , , , ,5, , ,1,1, , , , , , , , ,1,5,3,5,5,2,3, , , , , , , , , ,3,3,2,2,3,3,2,3,2,2,-99, , ,-99, , ,-99, , , , , ,2,13,13, ,10,10, ,13,6, ,4,22,22,5,26,1,1, , , , ,26,1,5
2/19/2024 5:43:33,2/19/2024 5:45:46,100,133,1,2/19/2024 5:45:47,R_7izyz0DIF1oaPmh,38.3048,-85.5865,EN,1,59,1,2,7,4,6,2,1,6,4,5,4,5,6,5, , , , , , ,-99, , ,-99, , ,2, , , , ,4, , ,1,1, , , , , , , , ,2,-99,-99,-99,-99,-99,-99, , , , , , , , , ,2,2,1,4,3,2,3,1,3,1,-99, , ,-99, , ,-99, , , , , ,2,17,12, ,13,12, ,14,7, ,4,22,22,5,26, ,1, ,1, , ,26,1,5
2/19/2024 5:50:51,2/19/2024 5:57:47,100,415,1,2/19/2024 5:57:47,R_1hPXHMBKHEXcPlk,38.1405,-85.6936,EN,1,89,1,1,3,7,5,2,4,6,1,3,3,6,4,3, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,2,-99,-99,-99,-99,-99,-99, , , , , , , , , ,3,3,3,1,3,2,2,1,4,4,-99, , ,-99, , ,-99, , , , , ,1,11,13, ,14,11, ,16,6, ,4,22,22,5,25, , , , , , ,26,1,5
2/19/2024 6:40:22,2/19/2024 6:45:28,100,306,1,2/19/2024 6:45:29,R_1omPvfvOkWYTXP0,38.2105,-85.627,EN,1,69,1,4,1,7,6,7,6,6,3,6,4,7,4,1, , , , , , ,-99, , ,-99, , ,2, , , , ,6, , ,1,1, , , , , , , , ,1,6,2,3,6,4,2, , , , , , , , , ,2,3,2,3,3,2,3,1,2,2,-99, , ,-99, , ,-99, , , , , ,2,14,13, ,10,9, ,13,9, ,7,22,22,5,25, , , , , , ,26,1,5
2/27/2024 8:45:24,2/27/2024 8:50:57,100,333,1,2/27/2024 8:50:57,R_3gd1gZOfSizbW6X,44.1577,-75.7124,EN,1,95,1,4,6,3,3,3,6,4,3,7,6,3,6,6, , , , , , ,-99, , ,-99, , ,1, , , , ,3, , ,1,1, , , , , , , , ,1,6,2,5,4,3,4, , , , , , , , , ,3,1,3,1,4,3,2,2,2,3,-99, , ,-99, , ,-99, , , , , ,1,11,13, ,10,9, ,13,5, ,5,22,22,5,26,1,1, , , , ,26,1,5
2/14/2024 3:13:01,2/14/2024 3:20:48,100,466,1,2/14/2024 3:20:49,R_6ugaDIJg7OHQXoR,37.9824,-84.4797,EN,1,98,1,4,1,4,3,6,5,7,5,5,3,3,4,4, , , ,4, , ,4, , ,7, , ,2, , , , ,4, , ,2,-99, , , , , , , , ,3,7,1,3,3,6,1,4, , ,5, , ,1, , ,3,4,2,3,4,2,3,2,2,1,4, , ,3, , ,2, , , , , ,2,17,13, ,11,12, ,12,4, ,4,21,21,5,25, , , , , , ,26,1,5
2/14/2024 3:45:36,2/14/2024 3:49:30,100,234,1,2/14/2024 3:49:31,R_7hSuVeUas7NfVtO,37.2041,-87.183,EN,1,88,1,7,3,7,4,6,5,2,2,1,3,5,5,4, , , ,4, , ,2, , ,5, , ,1, , , , ,3, , ,1,1, , , , , , , , ,1,3,1,2,2,4,6,3, , ,1, , ,5, , ,3,4,2,2,4,1,2,2,4,2,1, , ,3, , ,3, , , , , ,2,12,14, ,11,10, ,15,6, ,7,21,21,5,26, ,1, , , , ,26,1,5
2/14/2024 4:42:51,2/14/2024 4:45:44,100,173,1,2/14/2024 4:45:45,R_7eUSiskELDcwjbS,38.22,-85.6942,EN,1,61,1,6,4,3,6,5,1,4,6,5,2,3,4,3, , , ,4, , ,7, , ,4, , ,2, , , , ,3, , ,2,-99, , , , , , , , ,1,1,1,7,4,6,7,6, , ,5, , ,2, , ,2,2,2,2,3,3,1,3,3,3,4, , ,2, , ,4, , , , , ,1,16,15, ,15,12, ,13,10, ,7,21,21,5,26, , , ,1, , ,26,1,5
2/19/2024 5:58:39,2/19/2024 6:02:36,100,236,1,2/19/2024 6:02:37,R_1roKBt3Zxc7XdU7,38.0463,-85.5608,EN,1,87,1,1,5,2,5,5,1,5,2,3,4,4,7,6, , , , , , ,-99, , ,-99, , ,2, , , , ,5, , ,1,2, , , , , , , , ,3,3,5,4,5,3,3, , , , , , , , , ,3,2,3,1,2,2,2,4,4,3,-99, , ,-99, , ,-99, , , , , ,2,11,13, ,11,11, ,14,11, ,9,21,21,5,26,1, , , , , ,26,1,5
2/19/2024 6:12:22,2/19/2024 6:14:52,100,149,1,2/19/2024 6:14:53,R_7rHInhrft2suA1W,37.3441,-85.3497,EN,1,67,1,5,4,5,6,7,6,5,1,1,6,3,6,5, , , , , , ,-99, , ,-99, , ,2, , , , ,3, , ,1,1, , , , , , , , ,1,3,3,6,4,4,2, , , , , , , , , ,2,4,4,3,2,2,3,3,2,3,-99, , ,-99, , ,-99, , , , , ,1,15,15, ,10,9, ,13,9, ,4,21,21,5,25, , , , , , ,26,1,5
2/19/2024 6:16:17,2/19/2024 6:20:39,100,261,1,2/19/2024 6:20:39,R_7lufCsAwGADjbCo,37.7548,-84.2985,EN,1,67,1,2,6,6,3,2,5,6,4,5,3,3,2,3, , , , , , ,-99, , ,-99, , ,2, , , , ,3, , ,1,1, , , , , , , , ,3,1,2,5,3,4,3, , , , , , , , , ,3,3,1,2,3,1,2,4,4,2,-99, , ,-99, , ,-99, , , , , ,1,11,14, ,17,12, ,15,4, ,6,21,21,5,26,1, , , , , ,26,1,5
2/19/2024 6:49:15,2/19/2024 7:02:50,100,814,1,2/19/2024 7:02:50,R_6uI3CHwL0Zqmu2o,37.5197,-82.5228,EN,1,79,1,4,5,7,4,1,3,4,6,6,3,7,1,7, , , , , , ,-99, , ,-99, , ,2, , , , ,2, , ,2,-99, , , , , , , , ,1,5,3,6,4,2,6, , , , , , , , , ,2,3,2,1,2,2,3,1,4,2,-99, , ,-99, , ,-99, , , , , ,1,14,13, ,16,12, ,12,4, ,4,21,21,5,25, , , , , , ,26,1,5
2/19/2024 6:49:50,2/19/2024 6:56:01,100,370,1,2/19/2024 6:56:02,R_1Y3AhNdEs7qBx22,38.2655,-85.5621,EN,1,69,1,4,6,4,4,3,4,3,2,6,2,5,3,2, , , , , , ,-99, , ,-99, , ,1, , , , ,2, , ,1,1, , , , , , , , ,2,-99,-99,-99,-99,-99,-99, , , , , , , , , ,2,3,2,1,1,2,1,3,3,4,-99, , ,-99, , ,-99, , , , , ,2,16,12, ,16,10, ,15,9, ,8,21,21,5,26,1,1, , , , ,26,1,5
3/3/2024 5:19:23,3/3/2024 5:32:53,100,810,1,3/3/2024 5:32:54,R_7TBN44qMeEOYLMU,37.1835,-121.7714,EN,1,60,1,7,6,7,5,5,4,6,7,6,4,5,4,5, , , ,6, , ,5, , ,7, , ,1, , , , ,6, , ,1,1, , , , , , , , ,1,6,7,5,5,7,6,5, , ,5, , ,6, , ,4,3,3,4,4,3,4,4,3,4,4, , ,3, , ,3, , , , , ,1,11,12, ,17,8, ,12,4, ,5,21,21,5,26, , ,1,1, , ,26,1,5
3/3/2024 0:32:52,3/3/2024 0:53:23,100,1230,1,3/3/2024 0:53:24,R_3Yjl0Ojo2swQGel,34.0544,-118.2441,EN,1,65,1,7,7,7,7,7,7,7,7,7,7,7,7,7,Public  safety,1, ,6, , ,-99, , ,-99, , ,1,Because  at  present  the  area  often  find  people  going  into  the  households  theft  case,1, , ,4,"Closed  community,community  to  help   procurement", ,1,1, , , , , , , , ,1,7,7,7,7,7,7,7, , , , , , , , ,4,4,4,4,4,4,4,4,4,4,4, , ,4, , ,4, , ,no, , ,1,11,13, ,17,11, ,12,4, ,5,20year, , ,26,1,1, , , , ,26,1, 
2/13/2024 9:46:33,2/13/2024 9:56:14,100,580,1,2/13/2024 9:56:14,R_71hasiXnl2QaBiy,39.8335,-84.8983,EN,1,99,1,3,5,4,4,6,5,5,6,7,6,3,4,6,Mental Health Issues we as a community have many individuals who struggle with their mental health and are often calling nine one one or are without housing because of their mental health issues,9,2, , , ,-99, , ,-99, , ,2, , , , ,5,The pandemic has not impacted me in a significant way other than it has made me more afraid to be in larger crowds as often as I previously was,8,1,2, , , , , , ,"Because I do not personally need the services I try to not take the spot in the services from someone who actually needs the services

I think that often a barrier for some is that they don't realize all that the library has to offer, so while I may not participate with these activities I try to help share and spread knowledge of these programs to others",1,1,7,5,5,7,7,7,7,Job readiness or application help, , , , , , , ,4,4,4,4,4,2,4,4,4,4,-99, , ,-99, , ,-99, , ,No if anything it has only further increased my desire to have our public libraries help with social services more. They are such an important part of our community and are able to help make a huge difference in low income individuals as well as individuals who are well off., , ,1,11,13, ,17,11, ,12,4, ,4,20 years,20,4,26,1,1, , , , ,26,1,4
2/13/2024 13:17:00,2/13/2024 13:41:40,100,1479,1,2/13/2024 13:41:40,R_5ebO7yzoVxIRDrz,39.8335,-84.8983,EN,1,99,1,6,6,3,5,4,1,2,7,6,6,2,2,1,Health care,8, ,7,"Help for the elderly and/or disabled (including housing, transportation, help at home, finances medications, food, interactions,etc)",0,-99, , ,-99, , ,1,"Lack of drs, lack of mental health care (that is NOT just for druggies), lack of help for the disabled, lack of affordable safe housing, lack of jobs",8,"Waited for months and months for specialists, attempted to ignore mental health needs, isolation, lived in unsafe areas, ticket to work program",4,6,"Me: Yes. Long term Covid has made me need more specialists which means super long wait times, no answers, increased medication costs, time off work to get to appointments, driving long distances to get to doctors. Increased housing costs, increased food costs (but no longer qualifying for food stamps due to working 12 hrs a week). 

Community: lack of actual teachers",3,2,-99, , , , , , ,"They don’t offer any services that I know of. I’m also a believer in libraries being for books and not meeting the needs of a community that should be done elsewhere (like medical, housing, etc)",4,2,-99,-99,-99,-99,-99,-99, , , , , , , , , ,3,3,3,4,2,1,1,1,1,2,-99, , ,-99, , ,-99, , ,"No. It’s not a libraries job, outside of supporting literacy, to be in a social service role.", , ,1,12,13, ,16,14, ,13,4, ,4,20 years,20,4,26, ,1, , , , ,27,1,4
2/13/2024 17:04:47,2/13/2024 17:14:48,100,600,1,2/13/2024 17:14:49,R_41YsDKAfvfOvwwt,22.2578,114.1657,EN,1,55,1,6,6,5,4,3,5,5,4,5,4,3,4,5,Digital needs,12, , , , ,-99, , ,-99, , ,2, , , , ,1,no, ,1,1, , , , , , , , ,1,2,4,3,4,5,4,1, , , , , , , , ,1,2,2,3,3,4,3,2,2,3,-99, , ,-99, , ,-99, , , , , ,1,11,13, ,13,10, ,12,4, ,5,20 years,20,4,26,1,1, , , , ,26,1,4
2/21/2024 1:56:13,2/21/2024 2:23:06,100,1612,1,2/21/2024 2:23:06,R_7dVpFDjUjB7e1dT,38.9898,-76.7904,EN,1,64,1,5,4,3,4,4,4,5,5,4,4,3,7,7,Digital needs      
Computer skills are very important now,2,4,7, Natural Environment, ,-99, , ,-99, , ,1, Natural Environment, ,Adapt to the natural environment, ,6, , ,1,1, , , , , , , , ,1,5,3,6,7,6,5, , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,-99, , ,-99, , ,-99, , , , , ,1,10,13, ,14,11, ,13,4, ,4,20 years,20,4,26,1,1, , , , ,26,1,4
2/13/2024 9:52:07,2/13/2024 10:00:01,100,474,1,2/13/2024 10:00:03,R_4YxET29vQFIneHS,12.996,7.6049,EN,1,74,1,3,4,5,5,5,7,4,5,5,4,5,5,6,Climate change is very important for our environment,6,4,1, , ,1, , ,1, , ,2, , , , ,2,Covid pandemic was really devastating and it impacted our finances As individuals and community,4,2,-99, , , , , , ,My major barrier is time,3,1,4,3,3,4,4,4, , , , , , , , , ,2,3,3,2,3,3,4,3,2,3,1, , ,1, , ,1, , ,People where not able to use these services, , ,1,11,13, ,16,10, ,14,4, ,4,20 years,20,4,26,1,1,1, , , ,26,1,4
2/14/2024 23:20:16,2/14/2024 23:21:58,100,102,1,2/14/2024 23:21:59,R_7fLAlFwiXFsTFG9,34.0862,-117.9641,EN,1,58,1,4,5,4,3,3,4,7,2,5,6,5,4,3, , , , , , ,-99, , ,-99, , ,2, , , , ,7, , ,1,1, , , , , , , , ,1,6,5,7,7,6,5,1, , ,1, , ,1, , ,3,4,3,3,4,3,4,4,3,3,-99, , ,-99, , ,-99, , , , , ,1,13,13, ,16,10, ,12,5, ,5,20  years,20,4,26,1,1,1,1, , ,26,1,4
2/14/2024 23:38:42,2/14/2024 23:42:25,100,222,1,2/14/2024 23:42:26,R_549csIopDVyvZ5f,33.9993,-118.2868,EN,1,89,1,3,3,3,2,2,3,3,3,4,1,4,2,1, , , , , , ,-99, , ,-99, , ,1, , , , ,6, , ,1,1, , , , , , , , ,1,5,6,7,7,7,7, , , , , , , , , ,3,4,3,4,3,3,4,4,4,3,-99, , ,-99, , ,-99, , , , , ,1,13,12, ,16,8, ,12,4, ,5,20  years,20,4,26,1,1,1,1, , ,26,1,4
2/21/2024 6:33:55,2/21/2024 6:42:06,100,491,1,2/21/2024 6:42:07,R_7eRvWsnNcJhfAh1,34.0544,-118.2441,EN,1,58,1,4,6,6,7,5,4,4,6,5,7,4,4,4,Incomplete housing security,4,1, , , ,-99, , ,-99, , ,2, , , , ,6, , ,3,-99, , , , , , , , ,1,5,6,4,6,6,6, , , , , , , , , ,4,4,4,4,4,4,4,4,4,4,-99, , ,-99, , ,-99, , , , , ,2,12,15, ,16,12, ,12,8, ,5,20,20,4,26, ,1, , , , ,26,1,4
2/14/2024 5:16:07,2/14/2024 5:29:01,100,774,1,2/14/2024 5:29:02,R_78UuT13dlbgBBXp,36.8633,-87.4848,EN,1,59,1,6,2,3,2,5,2,4,3,4,2,3,3,3, , , ,4, , ,1, , ,3, , ,2, , , , ,4, , ,2,-99, , , , , , , , ,1,2,3,3,6,3,6,4, , ,1, , ,1, , ,3,4,1,1,4,2,2,2,3,1,3, , ,3, , ,1, , , , , ,2,14,13, ,14,14, ,14,9, ,5,20,20,4,25, , , , , , ,26,1,4
2/19/2024 5:34:08,2/19/2024 5:37:22,100,194,1,2/19/2024 5:37:22,R_7nMZBn5pnhgJZ3s,38.0936,-84.5009,EN,1,65,1,5,1,1,5,2,6,7,6,6,3,1,3,5, , , , , , ,-99, , ,-99, , ,2, , , , ,5, , ,2,-99, , , , , , , , ,3,3,2,5,4,6,5, , , , , , , , , ,4,2,4,2,3,2,3,3,3,2,-99, , ,-99, , ,-99, , , , , ,1,16,14, ,10,12, ,15,11, ,9,20,20,4,26,1, , , , , ,26,1,4
2/25/2024 8:37:46,2/25/2024 9:00:31,100,1365,1,2/25/2024 9:00:32,R_18Jt403u2bpMA7f,39.5906,-86.3668,EN,1,57,1,7,5,2,5,7,5,6,4,5,4,4,4,5, , , ,3, , ,4, , ,6, , ,1,"Security needs: Community residents may require a safe and stable environment, including effective police or security forces, and measures to prevent crime and maintain public order.",1,"Community volunteers: Community members are encouraged to participate in volunteer activities to provide help and support to the community. Volunteers can participate in various projects, such as community cleaning activities, senior citizens' companionship, children's education, etc. Their contributions not only meet community needs, but also enhance community cohesion and participation.", ,2,"The importance of community cooperation and support: During the pandemic, community cohesion and mutual help become especially important, encouraging community members to support and cooperate with each other, such as establishing volunteer networks, helping vulnerable people buy food and medicine, and providing social support.",1,1,2, , , , , , ,I don't need,1,1,5,4,6,6,4,5,3, , ,5, , ,7, , ,3,4,2,4,3,2,4,4,3,3,4, , ,2, , ,3, , ,"Event and Class cancellations: Public libraries may have to cancel or postpone various events, classes, and lectures during the pandemic. This can have animpact on readers' learning and social interaction. To make up for this loss, libraries can consider the platform, offering virtual events, online courses and webinars. This way readers can continue to engage in learning and interaction and benefit from it. Partnerships: Libraries can partner with other organizations, institutions, and communities to co-host online events and courses. This expands the range of resources and participants and increases the impact.", , ,1,11,12, ,16,10, ,13,4, ,5,20,20,4,26, ,1, , , , ,26,1,4
